year,member,tas_global,tas_ais,scenario
1850,r1i1p1f1,286.8957731727836,238.0568850900429,historical
1851,r1i1p1f1,286.7098238559195,237.53101653012467,historical
1852,r1i1p1f1,286.83281566307545,237.73838344942348,historical
1853,r1i1p1f1,286.77349741615967,237.1351952549769,historical
1854,r1i1p1f1,286.75457503325293,237.12623005646705,historical
1855,r1i1p1f1,286.9133763369277,237.4449971605285,historical
1856,r1i1p1f1,287.0014793160264,237.16979010569997,historical
1857,r1i1p1f1,286.9863207176035,237.18905100762072,historical
1858,r1i1p1f1,286.8042006238406,236.6883586069609,historical
1859,r1i1p1f1,286.9480600191988,237.6059910842518,historical
1860,r1i1p1f1,286.93444824571185,237.82422714353788,historical
1861,r1i1p1f1,286.7574361893214,237.68795729177947,historical
1862,r1i1p1f1,286.6779796302488,237.67744763267712,historical
1863,r1i1p1f1,286.79159948700504,237.96074784179964,historical
1864,r1i1p1f1,286.8614738989246,238.3686763895941,historical
1865,r1i1p1f1,286.90899849044354,238.29557952507577,historical
1866,r1i1p1f1,287.0845918784361,237.28088227783633,historical
1867,r1i1p1f1,287.08710866088484,236.8054656048943,historical
1868,r1i1p1f1,287.0576017886104,237.08564089615192,historical
1869,r1i1p1f1,286.8774287270987,237.63413059764216,historical
1870,r1i1p1f1,286.9859308140718,237.15241089468375,historical
1871,r1i1p1f1,287.03653919776605,238.34891840160697,historical
1872,r1i1p1f1,286.86528721328847,236.94545971120445,historical
1873,r1i1p1f1,286.95460993612807,236.9980473620085,historical
1874,r1i1p1f1,287.01439139342864,238.4027722440729,historical
1875,r1i1p1f1,286.92922112555357,237.5110129905033,historical
1876,r1i1p1f1,286.89758124556613,237.59079667232527,historical
1877,r1i1p1f1,286.9709211277908,238.01777511927776,historical
1878,r1i1p1f1,287.19873702521613,237.8544158296612,historical
1879,r1i1p1f1,287.29572107362696,237.77279176304415,historical
1880,r1i1p1f1,287.05728129918907,237.6423486314781,historical
1881,r1i1p1f1,286.9844459419019,238.218725639163,historical
