marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm,se_mean_cm,p_fired,smooth_term_cm,premium_cm
M,CH4,1.0,glaciers,2100,2000,10.005335291301478,10.096476279025058,0.09674483777747334,0.09114098772358048,0.09979032157323317,0.06341893319728609,0.1462595019312838,0.09674483777747334,0.0005748501837463779,0.4846456599286564,0.04682084726489591,0.05293540413670766
M,CH4,1.0,glaciers,2150,2000,14.805812026864245,14.858874918553742,0.05498367547449412,0.05306289168949618,0.05624665448936187,0.035895129129318984,0.08026156149620486,0.05498367547449412,0.00030163723091173255,0.5893234244946493,0.02154388543127983,0.034701634673448056
M,CH4,1.0,glaciers,2300,2000,21.414541245794236,21.432384498155685,0.01607933926090155,0.017843252361448236,0.01650628214420942,0.008939329122734563,0.025223644412920264,0.01607933926090155,0.00011258649124857267,0.6327960760998811,0.006106459223847802,0.010401020317153434
M,CH4,1.0,gis,2100,2000,8.664364008748949,8.757449523416849,0.09318360041541762,0.09308551466789972,0.10253606349867592,0.058581522664983246,0.17341568621709727,0.09318360041541762,0.0008454924415190591,0.4846456599286564,0.044997073101700535,0.05748096582563071
M,CH4,1.0,gis,2150,2000,14.099760933437949,14.165872707396185,0.06694951381911807,0.06611177395823553,0.07728610716876894,0.0375789126003534,0.1506027008848946,0.06694951381911807,0.0009142689481545376,0.5893234244946493,0.02506204623203911,0.052219190547070984
M,CH4,1.0,gis,2300,2000,24.441116756214058,24.47350790167522,0.036628649197799845,0.03239114546116184,0.08366206029514661,0.015362823785637936,0.2910256864733263,0.036628649197799845,0.0021149818298376115,0.6327960760998811,0.017335149901845207,0.06597299011866012
M,CH4,1.0,ais,2100,2000,12.756621825069628,13.586425838005784,0.10310275129874391,0.8298040129361564,0.659804752686515,0.026113794550537153,2.3033809483719514,0.10310275129874391,0.017334036401861205,0.4846456599286564,0.026018935606135007,0.6314633474859608
M,CH4,1.0,ais,2150,2000,60.08147379657789,60.45544228687311,0.7385604906810865,0.37396849029521917,0.7672035520444735,0.031152988542287475,2.2921703508925275,0.7385604906810865,0.0168749842529015,0.5893234244946493,0.024821625936710584,0.742170226382773
M,CH4,1.0,ais,2300,2000,211.61197325329965,212.31892502396352,0.8276021097949808,0.7069517706638635,0.8461409839011526,0.03885456755534502,2.332276976840686,0.8276021097949808,0.018861146975649213,0.6327960760998811,0.030303530641546114,0.8084236582676131
M,CH4,1.0,te,2100,2000,21.15045234924257,21.347890099841145,0.1913944684862532,0.19743775059857427,0.19784012496732248,0.12514278945459933,0.2932997023730083,0.1913944684862532,0.001175538445024926,0.4846456599286564,0.09481108852765542,0.10297617915525142
M,CH4,1.0,te,2150,2000,34.07584217879376,34.23506830916853,0.1557039546057979,0.15922613037476907,0.16310288165931802,0.09413494115254206,0.25880089440316173,0.1557039546057979,0.0011366130953466018,0.5893234244946493,0.06193357716692944,0.10116562194555256
M,CH4,1.0,te,2300,2000,60.830254468307686,60.90316779505518,0.09160552470829231,0.0729133267474964,0.09786268160700723,0.036158435739555725,0.18178936186616068,0.09160552470829231,0.001035195385639413,0.6327960760998811,0.03336735626437911,0.06442742251176659
M,CH4,1.0,lws,2100,2000,2.596380650083528,2.596380650083528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4846456599286564,0.0,0.0
M,CH4,1.0,lws,2150,2000,4.2307986469202445,4.2307986469202445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5893234244946493,0.0,0.0
M,CH4,1.0,lws,2300,2000,8.483616077316128,8.483616077316128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327960760998811,0.0,0.0
M,CH4,1.0,total,2100,2000,57.1315215506103,58.13806682501685,0.6247478519159557,1.0065452744065482,1.0599712627257463,0.3168616185855371,2.750253513787593,0.6247478519159557,0.01828104390720537,0.4846456599286564,0.2126479445003869,0.8448558966035499
M,CH4,1.0,total,2150,2000,128.56538235103736,129.48031505484965,1.0400170140596572,0.9149327038122976,1.0638391953619224,0.2488016570855649,2.6298743082574814,1.0400170140596572,0.017592165835263126,0.5893234244946493,0.13336113476695918,0.9302566735488444
M,CH4,1.0,total,2300,2000,332.76982823179355,333.28755363791845,1.0131262093287035,0.5177254061248959,1.0441720079475165,0.14578909984860927,2.584481582713044,1.0131262093287035,0.019806659056936907,0.6327960760998811,0.08711249603161929,0.9492250912151927
